2385	F
2386	F
2387	F
2388	F
2389	F
2390	F
2391	F
2392	F
2393	F
2394	F
2395	F
2396	F
2397	F
2398	F
2399	T
2400	T
2401	F
2402	F
2403	T
2404	F
2405	T
2406	F
2407	F
2408	F
2409	F
2410	F
2411	F
2412	F
2413	F
2414	F
2415	F
2416	F
2417	T
2418	F
2419	T
2420	T
2421	F
2422	F
2423	F
2424	F
2425	F
2426	F
2427	F
2428	F
2429	F
2430	F
2431	F
2432	F
2433	T
2434	F
2435	F
2436	F
2437	F
2438	F
2439	F
2440	F
2441	F
2442	T
2443	F
2444	F
2445	F
2446	T
2447	F
2448	F
2449	T
2450	T
2451	F
2452	T
2453	T
2454	F
2455	F
2456	F
2457	F
2458	F
2459	F
2460	F
2461	F
2462	F
2463	F
2464	F
2465	T
2466	T
2467	F
2468	F
2469	F
2470	F
2471	F
2472	F
2473	F
2474	F
2475	F
2476	F
2477	F
2478	F
2479	F
2480	T
2481	F
2482	F
2483	F
2484	F
2485	F
2486	T
2487	F
2488	F
2489	F
2490	T
2491	F
2492	F
2493	F
2494	F
2495	F
2496	F
2497	F
2498	F
2499	T
2500	F
2501	F
2502	F
2503	F
2504	F
2505	F
2506	T
2507	F
2508	F
2509	T
2510	F
2511	F
2512	F
2513	F
2514	F
2515	F
2516	F
2517	T
2518	F
2519	F
2520	F
2521	F
2522	F
2523	T
2524	T
2525	F
2526	F
2527	F
2528	F
2529	F
2530	F
2531	T
2532	F
2533	F
2534	T
2535	F
2536	F
2537	F
2538	F
2539	F
2540	F
2541	F
2542	F
2543	F
2544	F
2545	F
2546	F
2547	F
2548	F
2549	F
2550	F
2551	F
2552	F
2553	T
2554	F
2555	F
2556	F
2557	F
2558	T
2559	F
2560	T
2561	F
2562	F
2563	F
2564	T
2565	F
2566	F
2567	F
2568	T
2569	F
2570	T
2571	T
2572	F
2573	T
2574	F
2575	F
2576	F
2577	F
2578	T
2579	F
2580	F
2581	F
2582	T
2583	F
2584	F
2585	F
2586	F
2587	F
2588	F
2589	F
2590	T
2591	F
2592	F
2593	F
2594	F
2595	F
2596	F
2597	F
2598	F
2599	T
2600	T
2601	F
2602	F
2603	F
2604	T
2605	F
2606	F
2607	F
2608	F
2609	F
2610	F
2611	F
2612	F
2613	F
2614	T
2615	F
2616	F
2617	F
2618	T
2619	F
2620	F
2621	T
2622	T
2623	F
2624	F
2625	F
2626	F
2627	F
2628	F
2629	F
2630	F
2631	F
2632	F
2633	F
2634	F
2635	F
2636	T
2637	T
2638	T
2639	F
2640	F
2641	F
2642	F
2643	F
2644	F
2645	F
2646	F
2647	T
2648	T
2649	F
2650	F
2651	F
2652	F
2653	T
2654	F
2655	F
2656	T
2657	F
2658	F
2659	F
2660	F
2661	F
2662	F
2663	F
2664	T
2665	F
2666	F
2667	F
2668	F
2669	F
2670	F
2671	F
2672	F
2673	F
2674	F
2675	T
2676	F
2677	F
2678	F
2679	F
2680	F
2681	F
2682	F
2683	T
2684	F
2685	T
2686	F
2687	F
2688	T
2689	T
2690	T
2691	F
2692	F
2693	F
2694	F
2695	F
2696	F
2697	F
2698	F
2699	F
2700	F
2701	F
2702	F
2703	F
2704	F
2705	F
2706	F
2707	F
2708	F
2709	F
2710	F
2711	F
2712	F
2713	F
2714	F
2715	F
2716	F
2717	F
2718	T
2719	F
2720	T
2721	F
2722	F
2723	F
2724	F
2725	F
2726	F
2727	F
2728	F
2729	F
2730	F
2731	F
2732	F
2733	F
2734	F
2735	F
2736	F
2737	F
2738	F
2739	F
2740	F
2741	F
2742	F
2743	F
2744	F
2745	F
2746	F
2747	F
2748	T
2749	F
2750	T
2751	F
2752	F
2753	F
2754	F
2755	F
2756	T
2757	F
2758	F
2759	T
2760	F
2761	F
2762	F
2763	F
2764	T
2765	F
2766	F
2767	T
2768	F
2769	F
2770	F
2771	T
2772	F
2773	F
2774	F
2775	F
2776	F
2777	T
2778	F
2779	F
2780	F
2781	F
2782	F
2783	F
2784	F
2785	F
2786	F
2787	F
2788	F
2789	F
2790	T
2791	T
2792	T
2793	F
2794	F
2795	F
2796	F
2797	T
2798	F
2799	F
2800	F
2801	F
2802	F
2803	F
2804	T
2805	T
2806	F
2807	F
2808	T
2809	F
2810	F
2811	F
2812	F
2813	F
2814	F
2815	F
2816	F
2817	F
2818	F
2819	F
2820	F
2821	F
2822	F
2823	F
2824	F
2825	F
2826	F
2827	F
2828	F
2829	F
2830	F
2831	F
2832	F
2833	F
2834	F
2835	F
2836	T
2837	F
2838	F
2839	F
2840	T
2841	F
2842	T
2843	F
2844	F
2845	T
2846	T
2847	F
2848	F
2849	F
2850	T
2851	F
2852	F
2853	F
2854	F
2855	F
2856	T
2857	T
2858	T
2859	F
2860	F
2861	T
2862	F
2863	T
2864	F
2865	F
2866	F
2867	T
2868	F
2869	F
2870	F
2871	F
2872	F
2873	F
2874	F
2875	F
2876	F
2877	F
2878	F
2879	F
2880	F
2881	F
2882	F
2883	F
2884	F
2885	F
2886	F
2887	F
2888	F
2889	F
2890	F
2891	T
2892	F
2893	F
2894	F
2895	F
2896	F
2897	F
2898	F
2899	F
2900	F
2901	F
2902	F
2903	T
2904	T
2905	F
2906	T
2907	F
2908	T
2909	F
2910	F
2911	F
2912	F
2913	F
2914	F
2915	F
2916	F
2917	F
2918	F
2919	F
2920	F
2921	F
2922	T
2923	F
2924	F
2925	F
2926	F
2927	F
2928	T
2929	F
2930	F
2931	F
2932	F
2933	F
2934	T
2935	F
2936	F
2937	T
2938	F
2939	F
2940	F
2941	T
2942	F
2943	F
2944	F
2945	F
2946	F
2947	F
2948	F
2949	F
2950	T
2951	T
2952	F
2953	T
2954	T
2955	F
2956	F
2957	F
2958	F
2959	T
2960	T
2961	F
2962	F
2963	F
2964	F
2965	F
2966	F
2967	F
2968	F
2969	F
2970	T
2971	F
2972	T
2973	F
2974	F
2975	F
2976	F
2977	F
2978	F
2979	F
2980	F
2981	F
2982	T
2983	F
2984	F
2985	F
2986	F
2987	F
2988	F
2989	F
2990	F
2991	F
2992	F
2993	F
2994	F
2995	F
2996	F
2997	F
2998	F
2999	T
3000	T
